User ID,Age,Gender,Marital status,Highest level of education completed?,Ownership of land/plot,Ownership of land with certificates,Ownership of mobile phone,Salaries/wages,Trading/selling produce,Service providing income,Piece work/Casual labor,Rental income,Interest from savings/investments,Pension,Social welfare grant,Receive money from others,Expenses covered by others,Other income,Employment type,Main items sold,Main services provided,Sent money in last 12 months?,Last time sent money,Received money in last 12 months?,Last time received money,Frequency of mobile money usage for purchases,Frequency of mobile money usage for bill payment,Literacy in Kiswahili,Literacy in English,Latitude,Longitude,Use of mobile money,Savings behavior,Borrowing behavior,Insurance ownership,Mobile money classification
8731,25,Female,Single/never married,University or other higher education,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,Yes,More than 90 days ago but less than 6 months ago,Never,Not applicable,Can read and write,Can read and write,-8.6357603,31.42898178,Yes,No,No,No,Uses mobile money only
3336,38,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Yes,In the past 30 days,Never,Not applicable,Can read and write,Can neither read nor write,-5.96009288,35.97480153,Yes,No,No,Yes,Uses both
4521,56,Female,Widowed,No formal education,You personally own the land/plot where you live,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Never,Not applicable,Can neither read nor write,Can neither read nor write,-3.01099196,33.93790263,Yes,Yes,No,No,Uses both
6657,38,Male,Divorced,Some primary,The land/plot is rented,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-5.71392339,34.49665561,No,No,Yes,No,Does not use mobile money
7781,43,Female,Married,No formal education,A household member owns the land/plot,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-7.45306085,31.3865285,No,Yes,No,Yes,Does not use mobile money
4728,30,Female,Married,Primary completed,The land/plot is rented,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"Technical - mechanic, etc.",No,Not applicable,No,Not applicable,Never,Never,Can read and write,Can neither read nor write,-10.8773771,39.4114124,Yes,No,Yes,No,Uses both
1966,58,Male,Married,Some primary,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 90 days,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-10.78213979,39.549579,Yes,No,Yes,No,Uses both
5401,16,Male,Single/never married,Some primary,You do not own or rent the land,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-6.81392804,30.4897958,No,No,No,No,Does not use any financial service
2667,32,Male,Single/never married,Primary completed,The land/plot is rented,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,Yes,In the past 30 days,Never,Not applicable,Can read and write,Can neither read nor write,-8.00965467,35.49569723,Yes,Yes,Yes,No,Uses both
6583,66,Male,Married,No formal education,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-7.11475564,31.22951405,No,No,No,No,Does not use any financial service
4773,50,Female,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-9.30585751,33.62524829,No,Yes,Yes,No,Does not use mobile money
4235,70,Female,Widowed,No formal education,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.86590227,30.33015456,No,No,No,No,Does not use any financial service
7553,41,Male,Married,Primary completed,A household member owns the land/plot,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,Yes,In the past 7 days,Never,Not applicable,Can read and write,Can neither read nor write,-2.71367957,33.14215618,Yes,Yes,Yes,No,Uses both
7983,31,Male,Married,No formal education,The land/plot is rented,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,Yes,In the past 30 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-10.5042441,39.0126081,Yes,No,No,No,Uses mobile money only
2354,32,Male,Married,Primary completed,You do not own or rent the land,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 7 days,Yes,In the past 30 days,Weekly,Not applicable,Can read and write,Can read only,-3.36464729,36.71884868,Yes,No,Yes,No,Uses both
5989,20,Male,Married,Primary completed,The land/plot is rented,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-8.53648282,32.94131186,Yes,Yes,No,No,Uses both
8503,64,Male,Widowed,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.8540185,29.73632232,No,No,Yes,No,Does not use mobile money
2966,72,Male,Married,No formal education,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Never,Not applicable,Can read and write,Can neither read nor write,-7.56897179,36.10786949,Yes,No,No,Yes,Uses both
4165,21,Male,Single/never married,Some primary,You personally own the land/plot where you live,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,More than 90 days ago but less than 6 months ago,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-7.83143153,33.34991295,Yes,No,Yes,No,Uses both
6261,43,Female,Widowed,Primary completed,You personally own the land/plot where you live,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 90 days,Less often than monthly,Never,Can read and write,Can read and write,-8.95753409,33.24315431,Yes,Yes,No,No,Uses both
1294,46,Female,Married,Primary completed,You do not own or rent the land,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 7 days,No,Not applicable,Monthly,Not applicable,Can read and write,Can read and write,-3.36697519,36.6869522,Yes,No,Yes,No,Uses both
2802,50,Male,Divorced,Primary completed,You personally own the land/plot where you live,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"Technical - mechanic, etc.",No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-10.93884007,34.9974467,No,No,No,No,Does not use any financial service
3081,54,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Not applicable,Things you buy from others - agricultural products,Not applicable,Yes,In the past 7 days,Yes,Yesterday/today,Daily,Weekly,Can read and write,Can read and write,-6.16549223,35.89310096,Yes,No,Yes,Yes,Uses both
4935,24,Female,Married,No formal education,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.6457373,38.32141711,No,No,No,No,Does not use any financial service
2502,28,Female,Divorced,Some primary,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,Yes,In the past 30 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-3.52707626,33.12049788,Yes,Yes,Yes,No,Uses both
3542,45,Male,Married,University or other higher education,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 90 days,No,Not applicable,Monthly,Monthly,Can read and write,Can read and write,-6.20048986,39.25397717,Yes,Yes,Yes,No,Uses both
6717,24,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-7.55803267,31.02293618,Yes,Yes,Yes,No,Uses both
6517,63,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 30 days,Less often than monthly,Not applicable,Can read and write,Can read and write,-8.29761862,35.30268651,Yes,Yes,No,No,Uses both
7305,66,Female,Divorced,No formal education,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-8.59089855,35.0463241,Yes,No,No,No,Uses mobile money only
9413,59,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,Yes,In the past 30 days,Never,Not applicable,Can read and write,Can read and write,-7.39350473,38.96881253,Yes,Yes,No,Yes,Uses both
1094,27,Female,Married,Primary completed,You do not own or rent the land,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,Yes,In the past 7 days,Never,Not applicable,Can read and write,Can read only,-2.9132036,32.1652628,Yes,No,No,No,Uses mobile money only
5209,41,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 30 days,Less often than monthly,Not applicable,Can read and write,Can read and write,-9.05076863,33.2902977,Yes,No,Yes,No,Uses both
8431,32,Male,Single/never married,Some primary,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-8.20343234,36.69363582,No,No,No,No,Does not use any financial service
2299,22,Female,Married,Primary completed,The land/plot is rented,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,"Personal services (hairdressers, massage, etc.)",No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-4.14393911,32.88528696,No,Yes,No,No,Does not use mobile money
2382,82,Male,Married,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-10.17033195,39.85831392,No,No,No,No,Does not use any financial service
3709,18,Male,Single/never married,Some secondary,You do not own or rent the land,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,6 months or longer ago,Monthly,Not applicable,Can read and write,Can neither read nor write,-5.18260016,38.789581,Yes,No,No,No,Uses mobile money only
6560,65,Male,Married,No formal education,The land/plot is rented,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,Yes,In the past 30 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-3.42067029,34.09756489,Yes,Yes,Yes,No,Uses both
6932,45,Male,Married,Primary completed,You personally own the land/plot where you live,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-2.46999535,32.38502951,No,Yes,Yes,No,Does not use mobile money
2762,35,Male,Married,Primary completed,You own the land/plot together with someone else,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-6.75367511,36.46757132,No,No,Yes,No,Does not use mobile money
3618,25,Female,Single/never married,University or other higher education,A household member owns the land/plot,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,6 months or longer ago,Less often than monthly,Not applicable,Can read and write,Can read and write,-3.29107853,37.37256887,Yes,No,No,No,Uses mobile money only
6786,40,Male,Divorced,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 30 days,Never,Not applicable,Can read and write,Can neither read nor write,-3.1927904,32.79722007,Yes,No,No,No,Uses mobile money only
3044,39,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can neither read nor write,-7.86861193,35.40657115,Yes,Yes,Yes,Yes,Uses both
9447,50,Female,Married,Primary completed,You personally own the land/plot where you live,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-7.60166215,39.2496332,No,Yes,Yes,Yes,Does not use mobile money
1679,30,Male,Single/never married,Primary completed,A household member owns the land/plot,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-7.64652312,35.75629141,Yes,No,No,No,Uses mobile money only
1915,25,Female,Married,Some primary,You personally own the land/plot where you live,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-5.24589292,39.78104869,No,No,No,No,Does not use any financial service
3831,62,Male,Single/never married,Some primary,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-8.48166723,32.08514055,No,Yes,No,No,Does not use mobile money
927,65,Female,Married,Some primary,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-4.89523842,38.575309,Yes,No,No,Yes,Uses both
8194,28,Male,Married,Some primary,You personally own the land/plot where you live,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 90 days,Never,Not applicable,Can read and write,Can neither read nor write,-5.05358241,35.8648059,Yes,No,Yes,No,Uses both
2526,20,Male,Single/never married,University or other higher education,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - agricultural products,Not applicable,No,Not applicable,Yes,In the past 7 days,Weekly,Monthly,Can read and write,Can read and write,-4.9437278,38.91511742,Yes,Yes,Yes,No,Uses both
4074,33,Male,Married,Primary completed,You do not own or rent the land,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,Yes,In the past 90 days,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-5.98725257,38.22131295,Yes,No,Yes,No,Uses both
3333,25,Female,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Things you buy from others - agricultural products,Not applicable,Yes,6 months or longer ago,Yes,In the past 7 days,Never,Not applicable,Can read and write,Can read only,-2.76749569,32.11582406,Yes,No,Yes,No,Uses both
7695,24,Female,Married,University or other higher education,You do not own or rent the land,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 30 days,No,Not applicable,Monthly,Monthly,Can read and write,Can read and write,-1.51078769,33.80806281,Yes,Yes,No,No,Uses both
9223,30,Female,Married,Primary completed,You own the land/plot together with someone else,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,"Technical - mechanic, etc.",Yes,In the past 90 days,Yes,In the past 90 days,Never,Not applicable,Can read and write,Can read only,-1.86616359,33.85723914,Yes,Yes,Yes,No,Uses both
7956,28,Female,Married,No formal education,You own the land/plot together with someone else,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-5.7251834,37.09643485,No,Yes,Yes,No,Does not use mobile money
1196,30,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-2.86019345,32.52112715,Yes,Yes,Yes,No,Uses both
9066,72,Female,Widowed,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-10.75095115,38.53118623,No,No,No,No,Does not use any financial service
2244,28,Male,Married,University or other higher education,A household member owns the land/plot,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can read and write,-2.64762721,32.291563,Yes,Yes,No,No,Uses both
4881,34,Female,Widowed,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.36068731,29.96399549,No,No,No,No,Does not use any financial service
9079,24,Female,Married,Some primary,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Products I get from livestock,Not applicable,No,Not applicable,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can read and write,-4.07186343,37.95454358,Yes,Yes,No,No,Uses both
1845,38,Female,Married,Some primary,A household member owns the land/plot,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-2.74482089,31.38137532,Yes,No,No,No,Uses mobile money only
3031,27,Female,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,"Things you make (clothes, art, crafts)",Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-10.25974413,39.92044776,No,No,No,No,Does not use any financial service
1944,27,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,Yesterday/today,Yes,In the past 7 days,Monthly,Monthly,Can read and write,Can neither read nor write,-10.2278716,40.2238925,Yes,No,Yes,No,Uses both
4420,26,Female,Married,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,"Hospitality /Accommodation, restaurants, etc.",No,Not applicable,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can read and write,-10.86079702,39.2802203,Yes,Yes,Yes,Yes,Uses both
7866,17,Female,Married,Some primary,You do not own or rent the land,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 7 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-9.40450328,39.59748993,Yes,No,No,No,Uses mobile money only
76,46,Female,Divorced,Primary completed,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Less often than monthly,Less often than monthly,Refused to read,Refused to read,-6.81565714,39.27309934,Yes,Yes,Yes,No,Uses both
422,90,Female,Widowed,No formal education,You personally own the land/plot where you live,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-5.17430493,38.46647416,Yes,No,No,No,Uses mobile money only
4512,32,Female,Married,Primary completed,You do not own or rent the land,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,"Personal services (hairdressers, massage, etc.)",Yes,In the past 30 days,Yes,In the past 7 days,Monthly,Not applicable,Can read and write,Can neither read nor write,-6.6434829,38.35393207,Yes,Yes,No,No,Uses both
6198,70,Female,Widowed,Some primary,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read only,Can neither read nor write,-3.25508296,37.00144503,No,Yes,No,No,Does not use mobile money
7979,63,Female,Divorced,No formal education,You personally own the land/plot where you live,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.74582657,29.69714234,No,Yes,No,Yes,Does not use mobile money
5834,40,Male,Married,Some primary,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-10.99486634,39.43179585,Yes,Yes,No,Yes,Uses both
8621,32,Female,Married,No formal education,The land/plot is rented,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.57523246,30.09786571,No,No,No,No,Does not use any financial service
5100,23,Female,Married,Some secondary,A household member owns the land/plot,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-5.97886526,39.31083429,No,No,Yes,No,Does not use mobile money
1010,68,Female,Widowed,No formal education,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Products I get from livestock,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-3.36804777,36.73387703,No,No,Yes,No,Does not use mobile money
1153,24,Female,Married,Primary completed,You do not own or rent the land,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-7.97534694,31.62897503,No,No,No,No,Does not use any financial service
9349,25,Male,Single/never married,University or other higher education,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Less often than monthly,Not applicable,Can read and write,Can read and write,-6.8671909,39.28419354,Yes,No,No,No,Uses mobile money only
7268,27,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,Yes,6 months or longer ago,Yes,More than 90 days ago but less than 6 months ago,Never,Not applicable,Can read and write,Can neither read nor write,-8.61093207,35.03068173,Yes,Yes,Yes,No,Uses both
2031,30,Female,Married,Some primary,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-2.53997485,34.0718137,No,No,No,No,Does not use any financial service
9456,34,Male,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-7.72005359,38.93841317,No,Yes,No,No,Does not use mobile money
7828,53,Female,Widowed,Primary completed,You personally own the land/plot where you live,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,6 months or longer ago,Less often than monthly,Less often than monthly,Can read and write,Can read only,-7.4907163,30.5966174,Yes,No,No,No,Uses mobile money only
7464,35,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,"Things you make (clothes, art, crafts)",Not applicable,Yes,In the past 30 days,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-6.41810259,39.5489052,Yes,No,Yes,No,Uses both
7702,40,Male,Widowed,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-7.31578411,30.62863744,No,Yes,No,No,Does not use mobile money
1443,52,Male,Married,No formal education,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.31059971,35.74174693,No,No,No,No,Does not use any financial service
4034,47,Female,Widowed,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can neither read nor write,-9.9103216,38.99306105,Yes,No,No,No,Uses mobile money only
4876,36,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read only,Can neither read nor write,-4.6669317,30.09223872,Yes,Yes,Yes,No,Uses both
285,33,Female,Divorced,Primary completed,The land/plot is rented,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,"Technical - mechanic, etc.",Yes,In the past 30 days,No,Not applicable,Never,Never,Can read and write,Can read and write,-2.4899156,32.91061595,Yes,Yes,No,No,Uses both
1788,28,Female,Married,Primary completed,The land/plot is rented,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 30 days,Yes,In the past 90 days,Less often than monthly,Less often than monthly,Can read and write,Can read only,-9.29497645,32.75956257,Yes,No,No,No,Uses mobile money only
9139,49,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-10.75083748,38.5308176,No,No,No,No,Does not use any financial service
